"","state","acfrs_original_name","id"
"5396","UT","Canyons School District","54006"
"5397","TX","Whiteface Consolidated Independent School District","164102"
"5398","TX","Richards Independent School District","163901"
"5399","TX","West Orange-Cove Consolidated Independent School District","164042"
"5400","UT","Alpine School District","39330"
"5401","UT","Duchesne County School District","102373"
"5402","TX","Zavalla Independent School District","164115"
"5403","TX","White Settlement Independent School District","39201"
"5404","TX","Wheeler Independent School District","164048"
"5405","TX","Wellington Independent School District","164038"
"5406","TX","Rio Hondo Independent School District","38859"
"5407","TX","Webb Consolidated Independent School District","164037"
"5408","UT","Central Utah Educational Services","102367"
"5409","TX","Weimar Independent School District","53425"
"5410","TX","Wilson Independent School District","164106"
"5411","UT","Beaver County School District","39308"
"5412","TX","Wink-Loving Independent School District","164108"
"5413","TX","Wolfe City Independent School District","164109"
"5414","TX","Wylie Independent School District","38879"
"5415","TX","Westwood Independent School District","88499"
"5416","TX","Windthorst Independent School District","164107"
"5417","TX","Whitharral Independent School District","164104"
"5418","TX","White Deer Independent School District","164049"
"5419","TX","Woodville Independent School District","39220"
"5420","TX","Winnsboro Independent School District","39260"
"5421","TX","Rio Vista Independent School District","163905"
"5422","TX","Weatherford Independent School District","39136"
"5423","TX","Whitney Independent School District","39025"
"5424","TX","Winters Independent School District","39158"
"5425","TX","Prairie Lea Independent School District","163861"
"5426","UT","Carbon School District","39312"
"5427","TX","Woden Independent School District","65252"
"5428","TX","Woodsboro Independent School District","164110"
"5429","UT","Emery County School District","102377"
"5430","TX","Woodson Independent School District","164111"
"5431","TX","West Independent School District","52053"
"5432","TX","Pringle-Morse Consolidated Independent School District","163866"
"5433","TX","Yantis Independent School District","164113"
"5434","UT","Juab School District","39318"
"5435","UT","Kane County School District","102397"
"5436","UT","Logan City School District","102404"
"5437","UT","Granite School District","39321"
"5438","UT","Morgan County School District","102409"
"5439","UT","Grand County School District","102387"
"5440","UT","Millard School District","39320"
"5441","UT","Jordan School District","39322"
"5442","UT","Murray City School District","39323"
"5443","UT","Iron County School District","102392"
"5444","UT","Garfield County School District","42274"
"5445","UT","Provo City School District","102430"
"5446","UT","The Winter Sports School in Park City","102449"
"5447","UT","Nebo School District","39331"
"5448","UT","Sevier School District","39326"
"5449","UT","San Juan School District","39324"
"5450","UT","South Sanpete School District","39325"
"5451","UT","Uintah School District","39329"
"5452","UT","Wasatch County School District","102468"
"5453","UT","South Summit School District","102442"
"5454","UT","Rich County School District","102435"
"5455","UT","Tintic School District","102452"
"5456","UT","Weber School District","39336"
"5457","UT","Washington County School District","39334"
"5458","UT","Ogden City School District","102421"
"5459","UT","Wayne County School District","102470"
"5460","UT","Salt Lake City School District","43207"
"5461","UT","Uintah River High School","102455"
"5462","UT","Tooele County School District","102453"
"5463","UT","Walden School of Liberal Arts","102465"
"5464","UT","Northeastern Utah Educational Services","102418"
"5465","VA","Bristol City School Board","88671"
"5466","UT","North Summit School District","102417"
"5467","VA","Alexandria City Public Schools","88652"
"5468","UT","Piute County School District","102427"
"5469","VA","Danville Public Schools","88695"
"5470","VA","School Board of the City of Richmond","88796"
"5471","UT","Park City School District","39327"
"5472","VA","Loudoun County Public Schools","197654"
"5473","VA","School Board of the City of Virginia Beach","197671"
"5474","VT","Windham Central Supervisory Union","39386"
"5475","VA","School Board of the City of Portsmouth","197663"
"5476","VT","Burlington School District","65947"
"5477","VA","Williamsburg-James City County Public Schools","88845"
"5478","WA","Woodland School District No. 404","43173"
"5479","VT","Harwood Unified Union School District","54894"
"5480","WI","Freedom Area School District","47605"
"5481","VA","Fairfax County Public Schools","200059"
"5482","VT","Winooski School District","39370"
"5483","VA","Radford City School Board","88790"
"5484","VA","The School Board of the City of Newport News","88810"
"5485","VA","School Board of the City of Roanoke","197668"
"5486","WI","Ashland School District","39928"
"5487","VT","Maple Run Unified School District","59098"
"5488","WI","Durand-Arkansaw School District","40040"
"5489","VT","Lamoille North Supervisory Union","39375"
"5490","WI","Port Washington Saukville School District","40039"
"5491","WI","Middleton-Cross Plains Area School District","39954"
"5492","WI","Luxemburg-Casco School District","39995"
"5493","WI","Kenosha Unified School District","39994"
"5494","WI","Mosinee School District","40006"
"5495","WI","Hayward Community School District","197693"
"5496","VT","Essex Westford Educational Community Unified Union School District 51","59154"
"5497","WA","White Salmon Valley School District No. 405-17","39654"
"5498","WI","Prairie Du Chien Area School District","197699"
"5499","WI","Lancaster Community School District","39980"
"5500","WI","Menasha Joint School District","40105"
"5501","WI","Monona Grove School District","39961"
"5502","VA","City of Salem School Division","88806"
"5503","VT","Franklin Northeast Supervisory Union","43329"
"5504","WI","Marinette School District","40008"
"5505","WI","Chetek-Weyerhaeuser Area School District","39930"
"5506","WI","Mukwonago Area School District","40091"
"5507","WI","Peshtigo School District","48382"
"5508","WI","Plymouth Joint School District","40071"
"5509","WI","Lakeland Union High School District","197695"
"5510","WI","Mequon Thiensville School District","40038"
"5511","WI","Lake Geneva Joint #1 School District","45520"
"5512","WI","Kimberly Area School District","40033"
"5513","WI","Pulaski Community School District","39936"
"5514","VT","Orleans Southwest Supervisory Union","39379"
